iata_code,icao_code,airport_name,city,country_code,country_name,latitude,longitude,timezone,location_type
"WIC","EGPC","WICK AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"SOI","YSML","SOUTH MOLLE ISLAND HELIPORT",,"AU","AUSTRALIA",,,"2B","HELIPORT"
"TMF","VRNT","THIMARAFUSHI AIRPORT",,"MV","MALDIVES",,,"01","AIRPORT"
"JUM","VNJL","JUMLA AIRPORT",,"NP","NEPAL",,,"01","AIRPORT"
"ACU","MPAC","ACHUTUPO AIRPORT",,"PA","PANAMA",,,"01","AIRPORT"
"AGR","VIAG","AGRA AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"GRK","KGRK","REGIONAL/R.GRAY AAF",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"DIR","HADR","ABA TENNA D YILMA INTL",,"ET","ETHIOPIA",,,"01","AIRPORT"
"PAK",,"PORT ALLEN",,"US","UNITED STATES OF AMERICA",,,"6A","AIRPORT"
"PDX","KPDX","PORTLAND INTL.",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"ZYL","VGSY","OSMANI INTL",,"BD","BANGLADESH",,,"01","AIRPORT"
"EUQ","RPVS","EVELIO JAVIER",,"PH","PHILIPPINES",,,"01","AIRPORT"
"JDN","KJDN","JORDAN AIRPORT",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"DCN","YCIN","RAAF CURTIN",,"AU","AUSTRALIA",,,"04","AIRPORT"
"IXX","VOBR","BIDAR AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"KFA","GQNF","KIFFA AIRPORT",,"MR","MAURITANIA",,,"01","AIRPORT"
"KYO",,"NORTH AERO PARK",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"JQF",,"SAVELOVSKY RAILWAY ST",,"RU","RUSSIAN FEDERATION",,,"02","RAILWAY STATION"
"ZBH",,"SEVERAC-LE-CHATEAU RAILWAY STN.",,"FR","FRANCE",,,"01","RAILWAY STATION"
"MZJ","KMZJ","PINAL AIRPARK",,"US","UNITED STATES OF AMERICA",,,"3A","AIRPORT"
"CAU",,"OSCAR LARANJEIRAS",,"BR","BRAZIL",,,"01","AIRPORT"
"AHD",,"DOWNTOWN EXECUTIVE",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"GOC","AYGX","GORA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"KAV","SVKA","KANAVAYEN AIRPORT",,"VE","VENEZUELA",,,"01","AIRPORT"
"LXV","KLXV","LAKE COUNTY",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"PUQ","SCCI","C.IBANEZ DEL CAMPO",,"CL","CHILE",,,"03","AIRPORT"
"YQI","CYQI","YARMOUTH AIRPORT",,"CA","CANADA",,,"02","AIRPORT"
"SLT",,"HARRIET ALEXANDER FLD",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"ACH","LSZR","ST GALLEN-ALTENRHEIN",,"CH","SWITZERLAND",,,"01","AIRPORT"
"POO","SBPC","WALTHER MOREIRA SALLES",,"BR","BRAZIL",,,"01","AIRPORT"
"XCG",,"OFF-LINE POINT CAGNES-SUR-MER",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"PUV",,"MALABOU",,"NC","NEW CALEDONIA",,,"01","AIRPORT"
"HHO",,"SHEKOU CRUISE CENTER",,"CN","CHINA",,,"01","HELIPORT"
"ZHA","ZGZJ","WUCHUAN",,"CN","CHINA",,,"01","AIRPORT"
"QMI",,"OFF-LINE POINT MOGI DAS CRUZES",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"XQP","MRQP","LA MANAGUA",,"CR","COSTA RICA",,,"01","AIRPORT"
"TUL","KTUL","TULSA INTL.",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"VCL","VVCA","CHU LAI INTL.",,"VN","VIET NAM",,,"01","AIRPORT"
"VKG","VVRG","RACH GIA AIRPORT",,"VN","VIET NAM",,,"01","AIRPORT"
"UKI","KUKI","UKIAH MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"CCG",,"CRANE COUNTY",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"BEF","MNBL","BLUEFIELDS AIRPORT",,"NI","NICARAGUA",,,"01","AIRPORT"
"ZZR",,"OFF-LINE POINT KHERRATA",,"DZ","ALGERIA",,,"01","OFF-LINE PORT"
"TOU","NWWU","TOUHO AIRPORT",,"NC","NEW CALEDONIA",,,"01","AIRPORT"
"XRP",,"RIVIERE-A-PIERRE RAILWAY STN.",,"CA","CANADA",,,"03","RAILWAY STATION"
"QWJ",,"OFF-LINE POINT AMERICANA",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"ZKB","FLKY","KASABA BAY AIRPORT",,"ZM","ZAMBIA",,,"01","AIRPORT"
"OUQ",,"OURENSE RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"QRM","YNRM","OFF-LINE POINT NARROMINE",,"AU","AUSTRALIA",,,"02","OFF-LINE PORT"
"QUT","RJTU","OFF-LINE POINT UTSUNOMIYA",,"JP","JAPAN",,,"01","OFF-LINE PORT"
"ZMN",,"OFF-LINE POINT MONTE SIAO",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"BNL","KBNL","BARNWELL REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"SFX","SVMU","MACAGUA",,"VE","VENEZUELA",,,"01","AIRPORT"
"ASA","HHSB","ASSAB INTL.",,"ER","ERITREA",,,"01","AIRPORT"
"KYS","GAKD","DAG-DAG",,"ML","MALI",,,"01","AIRPORT"
"PAD","EDLP","PADERBORN/LIPPSTADT AIRPORT",,"DE","GERMANY",,,"01","AIRPORT"
"MDK","FZEA","MBANDAKA AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"01","AIRPORT"
"HQQ",,"HONG QIQU AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"GID","HBBE","GITEGA AIRPORT",,"BI","BURUNDI",,,"01","AIRPORT"
"KMJ","RJFT","KUMAMOTO AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"QRO","MMQT","INTERCONTINENTAL",,"MX","MEXICO",,,"01","AIRPORT"
"ZXI",,"OFF-LINE POINT RODOY",,"NO","NORWAY",,,"01","OFF-LINE PORT"
"FFU","SCFT","FUTALEUFU AIRPORT",,"CL","CHILE",,,"01","AIRPORT"
"EKO","KEKO","ELKO REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"AXD","LGAL","DIMOKRITOS",,"GR","GREECE",,,"01","AIRPORT"
"SXB","LFST","ENTZHEIM",,"FR","FRANCE",,,"01","AIRPORT"
"GVX","ESSK","SANDVIKEN",,"SE","SWEDEN",,,"01","AIRPORT"
"MVX",,"MINVOUL AIRPORT",,"GA","GABON",,,"01","AIRPORT"
"SPO",,"SAN PABLO RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"PKA","PAPK","NAPASKIAK AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"CNR","SCRA","CHANARAL AIRPORT",,"CL","CHILE",,,"01","AIRPORT"
"QKR","SOOK","OFF-LINE POINT KOUROU",,"GF","FRENCH GUIANA",,,"01","OFF-LINE PORT"
"NDY","EGES","SANDAY AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"YDQ","CYDQ","DAWSON CREEK AIRPORT",,"CA","CANADA",,,"5A","AIRPORT"
"ANN","PANT","ANNETTE ISLAND AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"MBC",,"MBIGOU AIRPORT",,"GA","GABON",,,"01","AIRPORT"
"XAC","LFCH","OFF-LINE POINT ARCACHON",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"YFT",,"TAIPA FERRY TERMINAL",,"MO","MACAO (SAR), CHINA",,,"01"
"KIJ","RJSN","NIIGATA AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"NMC","MYEN","NORMAN'S CAY AIRPORT",,"BS","BAHAMAS",,,"01","AIRPORT"
"BDT","FZFD","GBADOLITE AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"01","AIRPORT"
"MGW","KMGW","MORGANTOWN MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"FSK","KFSK","FORT SCOTT MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"DSG",,"DILASAG AIRPORT",,"PH","PHILIPPINES",,,"01","AIRPORT"
"YHF","CYHF","RENE FONTAINE MUNI",,"CA","CANADA",,,"03","AIRPORT"
"LAM","KLAM","LOS ALAMOS AIRPORT",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"SDE","SANE","A. DE LA PAZ ARAGONEZ",,"AR","ARGENTINA",,,"01","AIRPORT"
"CRQ",,"CARAVELAS AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"SOO","ESNY","SODERHAMN AIRPORT",,"SE","SWEDEN",,,"01","AIRPORT"
"MCW","KMCW","MASON CITY MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"MXY",,"MCCARTHY AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"ZXC",,"OFF-LINE POINT BANGSUND",,"NO","NORWAY",,,"01","OFF-LINE PORT"
"RPU","SBUY","URUCU",,"BR","BRAZIL",,,"02","AIRPORT"
"DHO",,"HORN RIVER HELIPORT",,"CA","CANADA",,,"5A","HELIPORT"
"CAH","VVCM","CA MAU AIRPORT",,"VN","VIET NAM",,,"01","AIRPORT"
"THX","UOTT","TURUKHANSK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"06","AIRPORT"
"LIJ",,"LISHUI",,"CN","CHINA",,,"01","AIRPORT"
"QDU",,"DUESSELDORF HBF RAILWAY STN",,"DE","GERMANY",,,"01","RAILWAY STATION"
"JAV","BGJN","ILULISSAT AIRPORT",,"GL","GREENLAND",,,"01","AIRPORT"
"YRA","CYRA","RAE LAKES",,"CA","CANADA",,,"05","AIRPORT"
"ZPD",,"OLDENBURG RAILWAY STN.",,"DE","GERMANY",,,"01","RAILWAY STATION"
"OCF","KOCF","INTL (JIM TAYLOR FLD)",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"WJF","KWJF","GENERAL WILLIAM J. FOX",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"WMC","KWMC","WINNEMUCCA MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"BDF",,"RINKENBERGER",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"MEO",,"DARE COUNTY REGIONAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"CPV","SBKG","JOAO SUASSUNA",,"BR","BRAZIL",,,"01","AIRPORT"
"ONQ","LTAS","CAYCUMA",,"TR","TÜRKIYE",,,"01","AIRPORT"
"HEV",,"HUELVA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"SBF",,"SARDEH BAND AIRPORT",,"AF","AFGHANISTAN",,,"01","AIRPORT"
"KEN","GFKE","KENEMA AIRPORT",,"SL","SIERRA LEONE",,,"01","AIRPORT"
"AOL","SARL","PASO DE LOS LIBRES AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"ZCV","EDLD","OFF-LINE POINT DINSLAKEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"SYU","YWBS","WARRABER ISLAND AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"SNB","YSNK","SNAKE BAY",,"AU","AUSTRALIA",,,"3A","AIRPORT"
"APA","KAPA","CENTENNIAL",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"IVR","YIVL","INVERELL AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"ZIW","EDSK","OFF-LINE POINT KEHL",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"XDD",,"GASPE RAILWAY STN.",,"CA","CANADA",,,"03","RAILWAY STATION"
"HOU","KHOU","WILLIAM P. HOBBY",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"CKZ","LTBH","CANAKKALE AIRPORT",,"TR","TÜRKIYE",,,"01","AIRPORT"
"DWB","FMNO","SOALALA AIRPORT",,"MG","MADAGASCAR",,,"01","AIRPORT"
"NVR",,"NOVGOROD AIRPORT",,"RU","RUSSIAN FEDERATION",,,"02","AIRPORT"
"RES","SARE","RESISTENCIA AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"ONH",,"ONEONTA MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"SKH","VNSK","SURKHET AIRPORT",,"NP","NEPAL",,,"01","AIRPORT"
"MXF","KMXF","MAXWELL AFB",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"UTU","MPUP","USTUPO AIRPORT",,"PA","PANAMA",,,"01","AIRPORT"
"LUX","ELLX","LUXEMBOURG AIRPORT",,"LU","LUXEMBOURG",,,"01","AIRPORT"
"KWO","AYKW","KAWITO AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"YSQ",,"CHAGANHU",,"CN","CHINA",,,"01","AIRPORT"
"NNE",,"NARBONNE RAILWAY STN.",,"FR","FRANCE",,,"01","RAILWAY STATION"
"ZHN",,"HERZOGENBUCHSEE RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"SEY","GQNS","SELIBABI AIRPORT",,"MR","MAURITANIA",,,"01","AIRPORT"
"XXE",,"VENNESLA RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"HIH",,"HOOK ISLAND HELIPORT",,"AU","AUSTRALIA",,,"2B","HELIPORT"
"AOK","LGKP","KARPATHOS AIRPORT",,"GR","GREECE",,,"01","AIRPORT"
"CKO",,"FRANCISCO LACERDA JR.",,"BR","BRAZIL",,,"01","AIRPORT"
"NYO","ESKN","SKAVSTA",,"SE","SWEDEN",,,"01","AIRPORT"
"OGO","DIAU","ABENGOUROU AIRPORT",,"CI","COTE D'IVOIRE",,,"01","AIRPORT"
"GYB","YWDC","WODGINA AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"BBV","DIGN","NERO-MER",,"CI","COTE D'IVOIRE",,,"01","AIRPORT"
"ITM","RJOO","OSAKA INTL (ITAMI)",,"JP","JAPAN",,,"01","AIRPORT"
"RTU",,"MARATUA AIRPORT",,"ID","INDONESIA",,,"02","AIRPORT"
"DAS",,"GREAT BEAR LAKE AIRPORT",,"CA","CANADA",,,"05","AIRPORT"
"MNM","KMNM","MENOMINEE-MARINETTE",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"GBG","KGBG","GALESBURG MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"HIB","KHIB","RANGE REGIONAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"MHZ","EGUN","RAF STATION",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"DPA","KDPA","DUPAGE",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"QRF",,"OFF-LINE POINT BRAGADO",,"AR","ARGENTINA",,,"01","OFF-LINE PORT"
"WMI","EPMO","MODLIN",,"PL","POLAND",,,"01","AIRPORT"
"BHT","YBTD","BRIGHTON DOWNS AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"QHO",,"OFF-LINE POINT OAK BROOK",,"US","UNITED STATES OF AMERICA",,,"02","OFF-LINE PORT"
"YON","VQTY","YONPHULA",,"BT","BHUTAN",,,"01","AIRPORT"
"XOZ",,"FREE ZONE",,"QA","QATAR",,,"01","OFF-LINE PORT"
"ORA","SASO","ORAN AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"YMF",,"MONTAGUE HARBOUR SPB",,"CA","CANADA",,,"06","AIRPORT"
"CBE","KCBE","GREATER CUMBERLAND RGL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"ZXR",,"OFF-LINE POINT HEMNES",,"NO","NORWAY",,,"01","OFF-LINE PORT"
"CVI",,"CALETA OLIVIA AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"BGS",,"BOGUCHANY AIRPORT",,"RU","RUSSIAN FEDERATION",,,"06","AIRPORT"
"MGF","SBMG","SILVIO NAME JR.",,"BR","BRAZIL",,,"01","AIRPORT"
"PGF","LFMP","RIVESALTES",,"FR","FRANCE",,,"01","AIRPORT"
"SJY","EFSI","SEINAJOKI AIRPORT",,"FI","FINLAND",,,"01","AIRPORT"
"VRS",,"ROY OTTEN MEMORIAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"VTZ","VOVZ","VISHAKHAPATNAM AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"VHY","LFLV","CHARMEIL",,"FR","FRANCE",,,"01","AIRPORT"
"QYJ",,"OFF-LINE POINT GERMAN RAILWAYS ZONE J",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"IXG","VOBM","SAMBRE",,"IN","INDIA",,,"01","AIRPORT"
"FDK","KFDK","FREDERICK MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"ZBV",,"BEAVER CREEK BUS STN",,"US","UNITED STATES OF AMERICA",,,"03","BUS STATION"
"YEK","CYEK","ARVIAT AIRPORT",,"CA","CANADA",,,"04","AIRPORT"
"XGR","CYLU","GEORGES RIVER",,"CA","CANADA",,,"03","AIRPORT"
"NLC","KNLC","NAS (REEVES FIELD)",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"JNH",,"JIAXING NANHU",,"CN","CHINA",,,"01","AIRPORT"
"SVD","TVSA","ARGYLE INTERNATIONAL",,"VC","SAINT VINCENT AND THE GRENADINES",,,"01","AIRPORT"
"JAP","MRCH","CHACARITA",,"CR","COSTA RICA",,,"01","AIRPORT"
"SBI","GUSB","SAMBAILO",,"GN","GUINEA",,,"01","AIRPORT"
"LPT","VTCL","LAMPANG AIRPORT",,"TH","THAILAND",,,"01","AIRPORT"
"TEV","LETL","TERUEL AIRPORT",,"ES","SPAIN",,,"01","AIRPORT"
"ZUN",,"CHICAGO UNION RAILWAY STN",,"US","UNITED STATES OF AMERICA",,,"02","RAILWAY STATION"
"MEI","KMEI","REGIONAL (KEY FIELD)",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"SIC","MPSJ","SAN JOSE ISLAND AIRPORT",,"PA","PANAMA",,,"01","AIRPORT"
"THG","YTNG","THANGOOL AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"ETD","YEDA","ETADUNNA AIRPORT",,"AU","AUSTRALIA",,,"03","AIRPORT"
"OLB","LIEO","COSTA SMERALDA",,"IT","ITALY",,,"01","AIRPORT"
"KNM","FZTK","KANIAMA AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"WHN",,"WUHAN HANNAN",,"CN","CHINA",,,"01","AIRPORT"
"LSY","YLIS","LISMORE AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"PYV",,"YAVIZA AIRPORT",,"PA","PANAMA",,,"01","AIRPORT"
"QWM",,"LONGMONT BUS STATION",,"US","UNITED STATES OF AMERICA",,,"03","BUS STATION"
"RGO","ZKHM","ORANG",,"KP","KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF",,,"01","AIRPORT"
"IIS","AYIA","NISSAN ISLAND AIRPORT",,"PG","PAPUA NEW GUINEA",,,"02","AIRPORT"
"ABU","WATA","HALIWEN",,"ID","INDONESIA",,,"02","AIRPORT"
"BUA","AYBK","BUKA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"02","AIRPORT"
"ENL","KENL","CENTRALIA MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"STT","TIST","CYRIL E. KING",,"VI","VIRGIN ISLANDS, US",,,"01"
"PRH","VTCP","PHRAE AIRPORT",,"TH","THAILAND",,,"01","AIRPORT"
"ZQB",,"OFF-LINE POINT ROUND TRIP FLIGHTS",,"US","UNITED STATES OF AMERICA",,,"06","OFF-LINE PORT"
"POM","AYPY","JACKSONS INTERNATIONAL",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"YGG",,"SPB",,"CA","CANADA",,,"06","AIRPORT"
"NKO",,"ANKOKOAMBO AIRPORT",,"MG","MADAGASCAR",,,"01","AIRPORT"
"PYN",,"PAYAN AIRPORT",,"CO","COLOMBIA",,,"01","AIRPORT"
"BNI","DNBE","BENIN CITY AIRPORT",,"NG","NIGERIA",,,"01","AIRPORT"
"MJP","YMJM","MANJIMUP AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"ZUD","SCAC","PUPELDE",,"CL","CHILE",,,"01","AIRPORT"
"RHN","FYSA","SKORPION MINE",,"NA","NAMIBIA",,,"01","AIRPORT"
"TOB","HLTQ","TOBRUK AIRPORT",,"LY","LIBYA",,,"01","AIRPORT"
"LCI","KLCI","LACONIA MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"QPB","LIBS","OFF-LINE POINT CAMPOBASSO",,"IT","ITALY",,,"01","OFF-LINE PORT"
"SMQ","WAGS","H.ASAN",,"ID","INDONESIA",,,"01","AIRPORT"
"JAH",,"OFF-LINE POINT AUBAGNE",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"PYZ",,"PIAS",,"PE","PERU",,,"01","AIRPORT"
"WOR",,"MORAMBA",,"MG","MADAGASCAR",,,"01","AIRPORT"
"BOA","FZAJ","BOMA AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"01","AIRPORT"
"PJA","ESUP","PAJALA-YLLAS",,"SE","SWEDEN",,,"01","AIRPORT"
"VBV","NFVB","VANUABALAVU ISLAND AIRPORT",,"FJ","FIJI",,,"01","AIRPORT"
"YIU",,"YIWU RAILWAY STN.",,"CN","CHINA",,,"01","RAILWAY STATION"
"ZRO",,"REGGIO NELL'EMILIA BUS STN.",,"IT","ITALY",,,"01","BUS STATION"
"NPE","NZNR","HAWKE'S BAY",,"NZ","NEW ZEALAND",,,"01","AIRPORT"
"ANU","TAPA","V.C. BIRD INTL",,"AG","ANTIGUA AND BARBUDA",,,"01","AIRPORT"
"DMA","KDMA","DAVIS-MONTHAN AFB",,"US","UNITED STATES OF AMERICA",,,"3A","AIRPORT"
"ZGO",,"GOTHA RAILWAY STN.",,"DE","GERMANY",,,"01","RAILWAY STATION"
"MIP","LLRM","MITZPE RAMON AIRPORT",,"IL","ISRAEL",,,"01","AIRPORT"
"GLO","EGBJ","GLOUCESTERSHIRE",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"SSG","FGSL","MALABO INTL.",,"GQ","EQUATORIAL GUINEA",,,"01","AIRPORT"
"QHS",,"OFF-LINE POINT HOMS",,"SY","SYRIAN ARAB REPUBLIC",,,"01","OFF-LINE PORT"
"VYS","KVYS","ILLINOIS VALLEY RGNL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"NDJ","FTTJ","HASSAN DJAMOUS INTL",,"TD","CHAD",,,"01","AIRPORT"
"UMU",,"ORLANDO DE CARVALHO",,"BR","BRAZIL",,,"01","AIRPORT"
"ZNV",,"KOBLENZ BUS STN.",,"DE","GERMANY",,,"01","BUS STATION"
"DDB",,"DONGGUAN CZ BUS STN",,"CN","CHINA",,,"01","BUS STATION"
"UCB",,"ULANQAB AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"TBS","UGTB","TBILISI INTL.",,"GE","GEORGIA",,,"01","AIRPORT"
"ILF","CZBD","ILFORD AIRPORT",,"CA","CANADA",,,"04","AIRPORT"
"LGJ",,"LUGOJ BUS STN.",,"RO","ROMANIA",,,"01","BUS STATION"
"AEL","KAEL","ALBERT LEA MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"XVS",,"VALENCIENNES RAILWAY STN.",,"FR","FRANCE",,,"01","RAILWAY STATION"
"TMR","DAAT","AGUENAR - HADJ BEY AKHAMOK",,"DZ","ALGERIA",,,"01","AIRPORT"
"YKJ","CYKJ","KEY LAKE AIRPORT",,"CA","CANADA",,,"4A","AIRPORT"
"GSR","HCMG","GARDO AIRPORT",,"SO","SOMALIA",,,"01","AIRPORT"
"GCA","SKYV","GUACAMAYAS AIRPORT",,"CO","COLOMBIA",,,"01","AIRPORT"
"BFI","KBFI","BOEING FLD-KING CO INT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"TNI","VEST","SATNA AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"ZFV",,"30TH ST RAILWAY STN",,"US","UNITED STATES OF AMERICA",,,"01","RAILWAY STATION"
"NEG","MKNG","NEGRIL AIRPORT",,"JM","JAMAICA",,,"01","AIRPORT"
"VPS",,"DESTIN/FT WALTON BEACH",,"US","UNITED STATES OF AMERICA",,,"02","METROPOLITAN AREA"
"LNL",,"CHENG XIAN",,"CN","CHINA",,,"01","AIRPORT"
"BIO","LEBB","BILBAO AIRPORT",,"ES","SPAIN",,,"01","AIRPORT"
"MUI","KMUI","MUIR AAF",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"DSD","TFFA","GRANDE ANSE",,"GP","GUADELOUPE",,,"01","AIRPORT"
"MBO","RPUM","MAMBURAO AIRPORT",,"PH","PHILIPPINES",,,"01","AIRPORT"
"TAZ","UTAT","DASHOGUZ AIRPORT",,"TM","TURKMENISTAN",,,"01","AIRPORT"
"AGL","AYWG","WANIGELA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"QJM",,"OFF-LINE POINT BRUSQUE",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"HSK","LEHC","PIRINEOS",,"ES","SPAIN",,,"01","AIRPORT"
"BJJ","KBJJ","WAYNE COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"SQA","KIZA","SANTA YNEZ AIRPORT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"CGZ","KCGZ","CASA GRANDE MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"3A","AIRPORT"
"BHV","OPBW","BAHAWALPUR AIRPORT",,"PK","PAKISTAN",,,"01","AIRPORT"
"SPN","PGSN","FRANCISCO C. ADA INTL",,"MP","NORTHERN MARIANA ISLANDS",,,"01","AIRPORT"
"ECG","KECG","ELIZABETH CITY REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"JCA",,"PALM BEACH HELIPORT",,"FR","FRANCE",,,"01","HELIPORT"
"CZU","SKCZ","LAS BRUJAS",,"CO","COLOMBIA",,,"01","AIRPORT"
"ARD","WATM","MALI",,"ID","INDONESIA",,,"02","AIRPORT"
"OXR","KOXR","OXNARD APT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"AFR","AYAF","AFORE AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"MEX",,"MEXICO CITY",,"MX","MEXICO",,,"01","METROPOLITAN AREA"
"RQY",,"SHIVAMOGGA AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"PXM","MMPS","PUERTO ESCONDIDO INTL.",,"MX","MEXICO",,,"01","AIRPORT"
"YJC",,"A CORUNA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"ADJ","OJAM","MARKA INTL",,"JO","JORDAN",,,"01","AIRPORT"
"FKJ","RJNF","FUKUI AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"CHG","ZYCY","CHAOYANG",,"CN","CHINA",,,"01","AIRPORT"
